iter	Passed	Remaining
349	20238	8673
350	20302	8618
351	20366	8563
352	20437	8510
353	20501	8455
354	20565	8399
355	20627	8343
356	20689	8287
357	20752	8231
358	20816	8175
359	20880	8120
360	20941	8063
361	21004	8007
362	21066	7950
363	21132	7895
364	21193	7838
365	21255	7782
366	21317	7725
367	21379	7668
368	21445	7613
369	21506	7556
370	21567	7499
371	21630	7442
372	21694	7386
373	21754	7329
374	21816	7272
375	21879	7215
376	21945	7159
377	22007	7103
378	22072	7047
379	22136	6990
380	22198	6933
381	22262	6876
382	22324	6819
383	22395	6765
384	22464	6710
385	22533	6654
386	22602	6599
387	22663	6542
388	22727	6485
389	22788	6427
390	22851	6370
391	22911	6312
392	22975	6255
393	23038	6198
394	23100	6140
395	23160	6082
396	23223	6025
397	23285	5967
398	23347	5909
399	23409	5852
400	23476	5795
401	23541	5739
402	23603	5681
403	23666	5623
404	23728	5565
405	23791	5508
406	23853	5450
407	23915	5392
408	23975	5334
409	24037	5276
410	24102	5219
411	24163	5161
412	24225	5103
413	24287	5045
414	24350	4987
415	24418	4930
416	24486	4873
417	24548	4815
418	24611	4757
419	24675	4700
420	24736	4641
421	24798	4583
422	24862	4525
423	24926	4467
424	24986	4409
425	25051	4351
426	25111	4293
427	25172	4234
428	25234	4176
429	25296	4118
430	25355	4059
431	25420	4001
432	25484	3943
433	25546	3884
434	25608	3826
435	25668	3767
436	25730	3709
437	25790	3650
438	25851	3592
439	25912	3533
440	25974	3475
441	26037	3416
442	26100	3358
443	26162	3299
444	26224	3241
445	26288	3182
446	26352	3124
447	26416	3066
448	26484	3008
449	26546	2949
450	26608	2890
451	26670	2832
452	26731	2773
453	26792	2714
454	26853	2655
455	26917	2597
456	26979	2538
457	27044	2480
458	27106	2421
459	27168	2362
460	27231	2303
461	27293	2244
462	27353	2185
463	27416	2127
464	27476	2068
465	27536	2009
466	27597	1950
467	27658	1891
468	27720	1832
469	27785	1773
470	27846	1714
471	27911	1655
472	27973	1596
473	28034	1537
474	28095	1478
475	28157	1419
476	28220	1360
477	28283	1301
478	28344	1242
479	28409	1183
480	28471	1124
481	28532	1065
482	28593	1006
483	28655	947
484	28718	888
485	28781	829
486	28841	769
487	28906	710
488	28967	651
489	29027	592
490	29089	533
491	29154	474
492	29215	414
493	29277	355
494	29337	296
495	29398	237
496	29461	177
497	29526	118
498	29588	59
499	29650	0
