iter	Passed	Remaining
652	42067	3027
653	42126	2963
654	42186	2898
655	42246	2833
656	42306	2768
657	42367	2704
658	42428	2639
659	42491	2575
660	42553	2510
661	42620	2446
662	42686	2382
663	42750	2317
664	42810	2253
665	42869	2188
666	42929	2123
667	42988	2059
668	43048	1994
669	43110	1930
670	43174	1865
671	43234	1801
672	43272	1736
673	43331	1671
674	43392	1607
675	43451	1542
676	43540	1479
677	43615	1415
678	43697	1351
679	43766	1287
680	43840	1223
681	43913	1159
682	43978	1094
683	44037	1030
684	44103	965
685	44163	901
686	44223	836
687	44290	772
688	44353	708
689	44421	643
690	44499	579
691	44579	515
692	44648	450
693	44711	386
694	44779	322
695	44846	257
696	44909	193
697	44969	128
698	45032	64
699	45104	0
