iter	Passed	Remaining
142	9330	23294
143	9391	23218
144	9453	23144
145	9512	23065
146	9573	22989
147	9632	22910
148	9692	22832
149	9752	22754
150	9812	22679
151	9872	22602
152	9931	22523
153	9988	22442
154	10050	22371
155	10109	22292
156	10169	22217
157	10231	22146
158	10289	22067
159	10349	21992
160	10409	21917
161	10470	21846
162	10529	21770
163	10590	21698
164	10653	21629
165	10691	21512
166	10751	21438
167	10811	21365
168	10871	21293
169	10933	21223
170	10993	21151
171	11053	21078
172	11112	21005
173	11173	20933
174	11239	20872
175	11298	20799
176	11356	20724
177	11416	20652
178	11477	20582
179	11539	20515
180	11600	20445
181	11660	20373
182	11722	20306
183	11783	20236
184	11842	20164
185	11902	20093
186	11963	20024
187	12021	19949
188	12081	19880
189	12142	19810
190	12200	19738
191	12259	19666
192	12318	19594
193	12376	19521
194	12441	19460
195	12502	19391
196	12561	19320
197	12621	19251
198	12682	19183
199	12742	19114
200	12802	19044
201	12865	18979
202	12924	18909
203	12984	18839
204	13045	18772
205	13106	18705
206	13166	18636
207	13227	18568
208	13284	18497
209	13344	18428
210	13404	18360
211	13464	18291
212	13526	18226
213	13585	18156
214	13646	18089
215	13706	18022
216	13766	17953
217	13826	17885
218	13885	17816
219	13944	17747
220	14008	17684
221	14067	17616
222	14128	17549
223	14187	17481
224	14249	17415
225	14309	17348
226	14371	17283
227	14430	17215
228	14489	17147
229	14550	17080
230	14610	17014
231	14671	16948
232	14731	16881
233	14790	16813
234	14851	16747
235	14910	16679
236	14970	16612
237	15029	16545
238	15090	16479
239	15150	16412
240	15215	16352
241	15276	16286
242	15335	16219
243	15394	16151
244	15461	16092
245	15521	16025
246	15579	15957
247	15638	15890
248	15699	15825
249	15759	15759
250	15819	15693
251	15881	15629
252	15939	15561
253	16001	15497
254	16061	15431
255	16121	15366
256	16180	15299
257	16242	15235
258	16300	15168
259	16361	15102
260	16423	15038
261	16485	14975
262	16546	14910
263	16607	14846
264	16668	14781
265	16730	14717
266	16788	14650
267	16848	14584
268	16908	14519
269	16970	14456
270	17030	14391
271	17089	14325
272	17149	14259
273	17215	14199
274	17274	14133
275	17333	14067
276	17393	14002
277	17454	13938
278	17513	13872
279	17571	13806
280	17630	13740
281	17670	13660
282	17729	13594
283	17789	13529
284	17849	13465
285	17908	13399
286	17970	13336
287	18028	13270
288	18089	13207
289	18148	13141
290	18210	13079
291	18269	13014
292	18329	12949
293	18389	12884
294	18449	12820
295	18511	12757
296	18572	12694
297	18633	12630
298	18694	12566
299	18753	12502
300	18812	12437
301	18873	12373
302	18935	12311
303	18996	12247
304	19056	12183
305	19115	12118
306	19177	12056
307	19237	11992
308	19297	11927
309	19357	11864
310	19420	11802
311	19481	11739
312	19539	11673
313	19601	11611
314	19662	11547
315	19723	11484
316	19785	11421
317	19845	11358
318	19904	11293
319	19963	11229
320	20023	11165
321	20081	11101
322	20141	11037
323	20201	10973
324	20260	10909
325	20319	10845
326	20378	10781
327	20439	10718
328	20498	10654
329	20559	10591
330	20621	10528
331	20681	10465
332	20740	10401
333	20800	10337
334	20858	10273
335	20918	10210
336	20980	10147
337	21040	10084
338	21101	10021
339	21160	9958
340	21219	9894
341	21279	9831
342	21340	9768
343	21400	9704
344	21458	9640
345	21522	9579
346	21582	9516
347	21641	9452
348	21704	9390
349	21762	9326
350	21823	9264
351	21884	9201
352	21944	9138
353	22004	9075
354	22067	9013
355	22125	8949
356	22188	8887
357	22245	8823
358	22305	8760
359	22365	8697
360	22429	8636
361	22490	8573
362	22549	8510
363	22616	8450
364	22679	8388
365	22745	8327
366	22809	8266
367	22873	8204
368	22935	8142
369	22994	8079
370	23059	8017
371	23120	7955
372	23182	7893
373	23241	7830
374	23302	7767
375	23362	7704
376	23421	7641
377	23482	7578
378	23543	7516
379	23603	7453
380	23664	7391
381	23724	7328
382	23784	7265
383	23844	7203
384	23903	7139
385	23962	7077
386	24024	7014
387	24084	6952
388	24145	6889
389	24205	6827
390	24265	6764
391	24326	6702
392	24387	6639
393	24448	6577
394	24507	6514
395	24570	6452
396	24629	6390
397	24696	6329
398	24756	6266
399	24814	6203
400	24874	6141
