iter	Passed	Remaining
171	5639	191095
172	5666	190853
173	5691	190576
174	5720	190413
175	5750	190287
176	5773	189954
177	5802	189775
178	5832	189675
179	5856	189354
180	5880	189055
181	5911	188958
182	5936	188705
183	5963	188495
184	5987	188215
185	6019	188169
186	6044	187904
187	6069	187632
188	6097	187463
189	6128	187388
190	6153	187136
191	6185	187102
192	6214	186977
193	6241	186796
194	6263	186456
195	6287	186201
196	6313	185977
197	6342	185865
198	6366	185585
199	6399	185575
200	6438	185762
201	6476	185903
202	6503	185712
203	6529	185518
204	6562	185498
205	6587	185277
206	6620	185273
207	6649	185175
208	6677	185007
209	6703	184837
210	6736	184821
211	6765	184721
212	6792	184558
213	6818	184351
214	6846	184217
215	6874	184071
216	6901	183929
217	6932	183859
218	6959	183708
219	6984	183500
220	7014	183437
221	7039	183217
222	7067	183096
223	7102	183133
224	7134	183125
225	7168	183139
226	7193	182930
227	7221	182813
228	7250	182706
229	7273	182463
230	7298	182271
231	7328	182192
232	7357	182112
233	7384	181957
234	7418	181985
235	7449	181941
236	7475	181774
237	7504	181690
238	7533	181601
239	7560	181443
240	7590	181395
241	7620	181308
242	7646	181161
243	7671	180971
244	7699	180862
245	7726	180732
246	7752	180570
247	7784	180542
248	7808	180342
249	7831	180131
250	7862	180087
251	7888	179944
252	7916	179820
253	7948	179819
254	7979	179781
255	8008	179694
256	8035	179564
257	8062	179445
258	8089	179315
259	8119	179246
260	8145	179105
261	8175	179045
262	8208	179059
263	8236	178964
264	8263	178836
265	8289	178690
266	8316	178572
267	8342	178429
268	8368	178280
269	8399	178264
270	8428	178172
271	8452	178002
272	8484	177993
273	8514	177942
274	8538	177754
275	8568	177696
276	8599	177667
277	8622	177477
278	8659	177562
279	8683	177381
280	8711	177297
281	8737	177158
282	8764	177051
283	8787	176867
284	8818	176835
285	8844	176706
286	8875	176672
287	8903	176589
288	8929	176464
289	8955	176331
290	8985	176275
291	9018	176291
292	9047	176217
293	9074	176118
294	9097	175941
295	9123	175817
296	9156	175821
297	9184	175737
298	9209	175595
299	9239	175551
300	9269	175507
301	9297	175417
302	9323	175304
303	9361	175403
304	9387	175282
305	9414	175174
306	9445	175154
307	9470	175019
308	9500	174983
309	9531	174940
310	9561	174902
311	9595	174927
312	9621	174821
313	9650	174745
314	9680	174709
315	9707	174613
316	9733	174502
317	9765	174486
318	9792	174386
319	9817	174269
320	9853	174330
321	9883	174274
322	9911	174206
323	9941	174153
324	9972	174140
325	9998	174020
326	10023	173890
327	10059	173951
328	10086	173866
329	10111	173727
330	10146	173785
331	10178	173767
332	10212	173788
333	10240	173726
334	10271	173698
335	10309	173788
336	10338	173737
337	10369	173700
338	10407	173794
339	10440	173802
340	10469	173746
341	10501	173736
342	10531	173685
343	10561	173643
344	10590	173591
345	10623	173606
346	10650	173507
347	10680	173468
348	10710	173422
349	10736	173310
350	10763	173235
351	10795	173222
352	10829	173238
353	10857	173165
354	10885	173088
355	10918	173099
356	10955	173168
357	10982	173087
358	11012	173044
359	11042	172999
360	11065	172848
361	11090	172734
362	11126	172786
363	11155	172725
364	11183	172653
365	11209	172558
366	11237	172484
367	11263	172385
368	11292	172326
369	11322	172286
370	11352	172240
371	11379	172160
372	11408	172109
373	11434	172005
374	11461	171929
375	11487	171829
376	11515	171747
377	11541	171658
378	11567	171557
379	11602	171595
380	11626	171467
381	11651	171351
382	11682	171332
383	11712	171288
384	11736	171166
385	11764	171102
386	11796	171099
387	11822	171001
388	11853	170974
389	11882	170920
390	11910	170857
391	11935	170749
392	11965	170716
393	11999	170730
394	12028	170678
395	12059	170666
396	12085	170570
397	12109	170446
398	12138	170395
399	12165	170313
400	12190	170204
401	12217	170135
402	12248	170105
403	12273	170002
404	12296	169877
405	12324	169806
406	12350	169721
407	12376	169627
408	12402	169548
409	12430	169484
410	12459	169429
411	12485	169348
412	12513	169279
413	12537	169170
414	12563	169074
415	12591	169022
416	12623	169004
417	12650	168938
418	12682	168925
419	12715	168937
420	12739	168818
421	12763	168704
422	12794	168693
423	12825	168667
424	12853	168611
425	12879	168517
426	12909	168483
427	12937	168428
428	12965	168367
429	13001	168413
430	13026	168315
431	13052	168238
432	13079	168158
433	13107	168097
434	13144	168164
435	13171	168083
436	13196	167995
437	13229	167991
438	13254	167895
439	13278	167794
440	13315	167842
441	13340	167756
442	13366	167673
443	13399	167678
444	13429	167648
445	13460	167617
446	13486	167534
447	13519	167544
448	13546	167471
449	13573	167410
450	13601	167354
451	13635	167360
452	13660	167272
453	13689	167229
454	13723	167244
455	13749	167160
456	13782	167165
457	13810	167116
458	13834	167004
459	13862	166950
460	13894	166939
461	13920	166870
462	13949	166819
463	13981	166810
464	14010	166773
465	14046	166806
466	14070	166709
467	14099	166660
468	14125	166587
469	14151	166500
470	14180	166467
471	14211	166448
472	14240	166394
473	14272	166396
474	14304	166379
475	14334	166353
476	14361	166287
477	14387	166210
478	14419	166199
479	14442	166092
480	14467	165995
481	14497	165963
482	14519	165851
483	14546	165782
484	14583	165826
485	14618	165853
486	14644	165780
487	14672	165723
488	14704	165715
489	14729	165636
490	14761	165627
491	14793	165611
492	14821	165566
493	14845	165463
494	14872	165396
495	14902	165367
496	14924	165253
497	14948	165155
498	14977	165110
499	15002	165022
500	15029	164964
501	15056	164902
502	15085	164861
503	15116	164841
504	15142	164771
505	15172	164735
506	15202	164712
507	15231	164672
508	15255	164578
509	15288	164578
510	15315	164509
511	15339	164419
512	15369	164393
513	15401	164377
514	15425	164290
515	15451	164217
516	15478	164158
517	15508	164123
518	15534	164056
519	15562	164009
520	15592	163970
521	15619	163915
522	15644	163837
523	15673	163790
524	15702	163751
525	15730	163703
526	15756	163634
527	15783	163574
528	15813	163547
529	15840	163481
530	15864	163399
531	15895	163376
532	15926	163353
533	15954	163306
534	15978	163221
535	16003	163143
536	16031	163092
537	16057	163017
538	16089	163012
539	16119	162982
540	16148	162950
541	16176	162903
542	16203	162842
543	16229	162773
544	16252	162674
545	16278	162605
546	16306	162553
547	16342	162588
548	16371	162551
549	16409	162604
550	16442	162603
551	16467	162527
552	16496	162485
553	16522	162424
554	16547	162345
555	16577	162320
556	16607	162292
557	16637	162264
558	16664	162205
559	16694	162172
560	16723	162139
561	16744	162025
562	16770	161959
563	16793	161864
564	16818	161785
565	16844	161718
566	16872	161673
567	16897	161598
568	16925	161547
569	16952	161498
570	16976	161406
571	17007	161396
572	17038	161374
573	17061	161286
574	17089	161237
575	17116	161176
576	17147	161159
577	17174	161110
578	17204	161084
579	17233	161044
580	17259	160978
581	17285	160916
582	17315	160891
583	17343	160844
584	17369	160775
585	17392	160692
586	17430	160730
587	17457	160684
588	17482	160610
589	17526	160707
590	17554	160663
591	17582	160614
592	17609	160560
593	17641	160555
594	17667	160494
595	17694	160442
596	17720	160375
597	17752	160365
598	17782	160335
599	17804	160243
600	17831	160187
601	17855	160104
602	17882	160050
603	17912	160028
604	17941	159994
605	17969	159946
606	17999	159919
607	18031	159912
608	18060	159874
609	18083	159782
610	18109	159721
611	18136	159675
612	18165	159639
613	18191	159576
614	18227	159601
615	18257	159576
616	18284	159522
617	18311	159469
618	18343	159463
619	18370	159409
620	18402	159395
621	18433	159379
622	18456	159298
623	18481	159224
624	18508	159176
625	18539	159155
626	18565	159094
627	18590	159026
628	18621	159005
629	18661	159070
630	18688	159014
631	18717	158981
632	18740	158896
633	18765	158829
634	18793	158782
635	18827	158794
636	18854	158741
637	18882	158698
638	18914	158686
639	18943	158648
640	18968	158582
641	18994	158526
642	19018	158446
643	19046	158409
644	19069	158321
645	19096	158272
646	19127	158251
647	19157	158227
648	19181	158153
649	19210	158120
650	19240	158087
651	19262	157999
652	19290	157961
653	19321	157942
654	19349	157897
655	19374	157831
656	19407	157831
657	19436	157798
658	19462	157739
659	19484	157649
660	19508	157571
661	19537	157535
662	19564	157488
663	19587	157407
664	19615	157369
665	19643	157324
666	19669	157265
667	19697	157222
668	19727	157197
669	19752	157137
670	19789	157164
671	19833	157251
672	19862	157215
673	19886	157142
674	19913	157093
675	19944	157081
676	19971	157031
677	19997	156968
678	20029	156962
679	20057	156919
680	20080	156843
681	20113	156837
682	20141	156795
683	20168	156747
684	20192	156678
685	20219	156626
686	20246	156575
687	20272	156523
688	20296	156451
689	20330	156457
690	20356	156401
691	20380	156328
692	20408	156288
693	20437	156254
694	20463	156196
695	20488	156133
696	20515	156091
697	20545	156064
698	20570	156001
699	20597	155952
700	20629	155942
701	20658	155911
702	20684	155857
703	20711	155810
704	20746	155822
705	20774	155777
706	20799	155719
707	20829	155691
708	20857	155649
709	20889	155639
710	20916	155595
711	20947	155578
712	20973	155524
713	21000	155477
714	21026	155421
715	21056	155393
716	21089	155389
717	21117	155349
718	21142	155288
719	21171	155258
720	21200	155227
721	21224	155159
722	21254	155130
723	21285	155115
724	21314	155080
725	21337	155002
726	21365	154966
727	21392	154921
728	21415	154845
729	21442	154796
730	21470	154759
731	21498	154718
732	21525	154671
733	21551	154620
734	21581	154597
735	21610	154559
736	21635	154498
737	21664	154467
738	21692	154428
739	21715	154355
740	21742	154309
741	21767	154250
742	21798	154235
743	21824	154176
744	21850	154125
745	21877	154078
746	21907	154055
747	21929	153976
748	21953	153910
749	21979	153855
750	22013	153857
751	22038	153801
752	22068	153777
753	22099	153758
754	22134	153768
755	22162	153732
756	22189	153684
757	22222	153678
758	22249	153634
759	22288	153670
760	22319	153656
761	22344	153599
762	22380	153614
763	22411	153592
764	22438	153551
765	22469	153530
766	22497	153494
767	22527	153465
768	22560	153464
769	22584	153397
770	22610	153347
771	22642	153334
772	22674	153326
773	22698	153258
774	22725	153214
775	22757	153205
776	22784	153160
777	22810	153105
778	22837	153063
779	22866	153032
780	22893	152982
781	22916	152911
782	22946	152886
783	22975	152857
784	22999	152795
785	23026	152750
786	23057	152730
787	23083	152676
788	23106	152607
789	23133	152566
790	23166	152559
791	23192	152508
792	23218	152457
793	23246	152419
794	23275	152391
795	23299	152325
796	23327	152285
797	23357	152260
798	23383	152209
799	23410	152167
800	23436	152120
801	23469	152110
802	23496	152068
803	23522	152018
804	23552	151997
805	23578	151941
806	23606	151909
807	23635	151878
808	23664	151842
809	23689	151786
810	23719	151764
811	23746	151720
812	23768	151646
813	23796	151609
814	23821	151552
815	23854	151548
816	23881	151501
817	23913	151492
818	23942	151463
819	23967	151402
820	23995	151367
821	24023	151328
822	24049	151279
823	24071	151206
824	24097	151153
825	24127	151132
826	24155	151094
827	24183	151059
828	24216	151052
829	24242	151003
830	24269	150963
831	24295	150915
832	24322	150869
833	24350	150832
834	24374	150771
835	24401	150729
836	24431	150706
837	24456	150652
838	24481	150597
839	24520	150624
840	24543	150561
841	24568	150506
842	24597	150472
843	24628	150456
844	24651	150389
845	24685	150387
846	24715	150362
847	24739	150302
848	24763	150246
849	24788	150192
850	24820	150178
851	24849	150145
852	24876	150102
853	24904	150068
854	24932	150035
855	24963	150014
856	24994	149998
857	25026	149983
858	25063	150003
859	25101	150028
860	25134	150018
861	25165	150003
862	25198	149992
863	25225	149954
864	25255	149927
865	25283	149891
866	25312	149862
867	25339	149818
868	25373	149815
869	25399	149770
870	25421	149696
871	25449	149661
872	25484	149664
873	25526	149714
874	25555	149684
875	25586	149660
876	25622	149671
877	25652	149650
878	25682	149622
879	25717	149629
880	25750	149621
881	25779	149592
882	25809	149563
883	25840	149547
884	25867	149506
885	25893	149456
886	25922	149428
887	25953	149406
888	25991	149430
889	26022	149410
890	26052	149385
891	26091	149411
892	26125	149411
893	26157	149398
894	26190	149390
895	26224	149388
896	26267	149432
897	26306	149463
898	26364	149595
899	26397	149585
900	26427	149559
901	26455	149524
902	26490	149526
903	26520	149498
904	26551	149479
905	26583	149468
906	26613	149442
907	26649	149451
908	26678	149417
909	26716	149438
910	26751	149439
911	26786	149442
912	26818	149425
913	26851	149414
914	26891	149445
915	26923	149431
916	26956	149419
917	26987	149402
918	27028	149433
919	27062	149432
920	27090	149392
921	27122	149380
922	27158	149386
923	27187	149355
924	27217	149326
925	27251	149324
926	27295	149374
927	27330	149373
928	27364	149369
929	27400	149379
930	27434	149373
931	27463	149340
932	27493	149314
933	27530	149326
934	27566	149331
935	27597	149311
936	27633	149317
937	27675	149351
938	27706	149332
939	27734	149294
940	27773	149314
941	27817	149362
942	27848	149342
943	27881	149332
944	27914	149317
945	27942	149280
946	27970	149242
947	28004	149239
948	28047	149278
949	28082	149282
950	28128	149337
951	28166	149351
952	28204	149368
953	28236	149353
954	28266	149326
955	28301	149323
956	28332	149300
957	28364	149285
958	28401	149294
959	28439	149304
960	28467	149269
961	28500	149256
962	28533	149243
963	28569	149250
964	28603	149242
965	28635	149225
966	28698	149370
967	28743	149419
968	28778	149417
969	28809	149395
970	28838	149362
971	28872	149350
972	28908	149356
973	28939	149334
974	28975	149332
975	29011	149336
976	29043	149317
977	29074	149298
978	29110	149297
979	29157	149356
980	29186	149324
981	29227	149349
982	29257	149321
983	29295	149337
984	29328	149320
985	29361	149309
986	29394	149293
987	29420	149248
988	29456	149247
989	29499	149286
990	29532	149274
991	29564	149252
992	29612	149315
993	29643	149292
994	29671	149253
995	29713	149285
996	29745	149263
997	29785	149287
998	29819	149277
999	29867	149335
1000	29899	149317
1001	29932	149302
1002	29961	149271
1003	29995	149260
1004	30026	149234
1005	30058	149217
1006	30096	149227
1007	30132	149225
1008	30164	149208
1009	30192	149169
1010	30227	149163
1011	30259	149143
1012	30286	149102
1013	30314	149061
1014	30346	149042
1015	30387	149067
1016	30421	149054
1017	30450	149020
1018	30479	148990
1019	30516	148991
1020	30551	148986
1021	30583	148966
1022	30621	148977
1023	30659	148983
1024	30689	148954
1025	30719	148927
1026	30755	148925
1027	30788	148911
1028	30817	148877
1029	30859	148902
1030	30893	148895
1031	30939	148940
1032	30968	148906
1033	31017	148968
1034	31046	148934
1035	31080	148923
1036	31114	148909
1037	31146	148889
1038	31183	148896
1039	31218	148887
1040	31253	148883
1041	31283	148851
1042	31315	148829
1043	31359	148865
1044	31391	148847
1045	31423	148827
1046	31455	148803
1047	31491	148801
1048	31525	148793
1049	31556	148766
1050	31585	148731
1051	31621	148726
1052	31652	148705
1053	31683	148677
1054	31714	148654
1055	31750	148648
1056	31781	148623
1057	31814	148606
1058	31844	148578
1059	31881	148578
1060	31912	148554
1061	31949	148554
1062	31981	148535
1063	32015	148525
1064	32047	148501
1065	32078	148477
1066	32115	148478
1067	32157	148502
1068	32190	148487
1069	32219	148449
1070	32249	148419
1071	32281	148398
1072	32317	148393
1073	32346	148359
1074	32372	148311
1075	32409	148311
1076	32440	148286
1077	32470	148254
1078	32500	148227
1079	32533	148209
1080	32565	148186
1081	32594	148151
1082	32625	148126
1083	32659	148111
1084	32696	148112
1085	32727	148086
1086	32764	148090
1087	32807	148117
1088	32841	148102
1089	32873	148083
1090	32906	148065
1091	32938	148041
1092	32968	148010
1093	32998	147981
1094	33033	147970
1095	33069	147967
1096	33100	147943
1097	33146	147983
1098	33179	147966
1099	33213	147950
1100	33244	147924
1101	33282	147928
1102	33314	147908
1103	33346	147883
1104	33377	147855
1105	33409	147836
1106	33443	147820
1107	33473	147789
1108	33504	147762
1109	33538	147748
1110	33570	147726
1111	33602	147704
1112	33632	147676
1113	33670	147679
1114	33700	147645
1115	33723	147585
1116	33753	147553
1117	33793	147568
1118	33830	147564
1119	33858	147527
1120	33890	147501
1121	33927	147503
1122	33957	147471
1123	33987	147442
1124	34017	147410
1125	34059	147430
1126	34094	147418
1127	34123	147384
1128	34155	147361
1129	34188	147344
1130	34222	147330
1131	34255	147308
1132	34291	147305
1133	34323	147281
1134	34359	147278
1135	34388	147243
1136	34426	147243
1137	34459	147224
1138	34491	147203
1139	34528	147199
1140	34558	147170
1141	34591	147151
1142	34626	147140
1143	34658	147117
1144	34694	147109
1145	34724	147079
1146	34760	147072
1147	34792	147051
1148	34824	147026
1149	34855	147000
1150	34888	146982
1151	34922	146965
1152	34950	146926
1153	34983	146908
1154	35018	146895
1155	35067	146942
1156	35100	146922
1157	35135	146913
1158	35166	146887
1159	35202	146877
1160	35236	146864
1161	35270	146849
1162	35312	146865
1163	35347	146855
1164	35381	146840
1165	35409	146801
1166	35451	146820
1167	35487	146811
1168	35522	146801
1169	35553	146771
1170	35583	146739
1171	35615	146714
1172	35649	146702
1173	35687	146703
1174	35721	146686
1175	35761	146695
1176	35793	146672
1177	35822	146634
1178	35859	146632
1179	35894	146621
1180	35927	146598
1181	35964	146595
1182	35998	146581
1183	36032	146563
1184	36062	146534
1185	36117	146602
1186	36159	146618
1187	36200	146629
1188	36227	146585
1189	36261	146567
1190	36299	146568
1191	36328	146534
1192	36358	146500
1193	36391	146478
1194	36424	146458
1195	36454	146427
1196	36487	146408
1197	36521	146389
1198	36554	146370
1199	36583	146333
1200	36615	146307
1201	36654	146312
1202	36689	146299
1203	36719	146269
1204	36757	146265
1205	36788	146238
1206	36820	146215
1207	36853	146193
1208	36888	146182
1209	36913	146129
1210	36940	146084
1211	36970	146049
1212	37006	146042
1213	37038	146016
1214	37069	145989
1215	37104	145975
1216	37128	145922
1217	37154	145873
1218	37180	145824
1219	37207	145779
1220	37236	145743
1221	37263	145697
1222	37289	145651
1223	37325	145642
1224	37349	145585
1225	37374	145533
1226	37404	145501
1227	37428	145448
1228	37453	145395
1229	37485	145371
1230	37515	145339
1231	37539	145281
1232	37564	145230
1233	37587	145172
1234	37616	145134
1235	37644	145097
1236	37676	145072
1237	37703	145026
1238	37731	144985
1239	37756	144935
1240	37781	144884
1241	37814	144865
1242	37843	144827
1243	37869	144781
1244	37898	144745
1245	37929	144715
1246	37956	144674
1247	37981	144621
1248	38013	144597
1249	38040	144553
1250	38065	144504
1251	38096	144472
1252	38125	144437
1253	38151	144391
1254	38178	144346
1255	38206	144307
1256	38230	144253
1257	38257	144209
1258	38284	144167
1259	38315	144140
1260	38344	144102
1261	38370	144055
1262	38407	144049
1263	38435	144009
1264	38460	143961
1265	38490	143929
1266	38517	143887
1267	38542	143835
1268	38572	143802
1269	38609	143796
1270	38635	143749
1271	38666	143722
1272	38694	143683
1273	38719	143631
1274	38745	143587
1275	38778	143566
1276	38806	143525
1277	38831	143474
1278	38864	143453
1279	38904	143460
1280	38931	143419
1281	38962	143389
1282	38998	143380
1283	39025	143336
1284	39049	143281
1285	39077	143242
1286	39108	143215
1287	39137	143179
1288	39160	143123
1289	39193	143102
1290	39221	143062
1291	39246	143011
1292	39274	142972
1293	39303	142936
1294	39326	142881
1295	39354	142841
1296	39383	142808
1297	39410	142762
1298	39435	142712
1299	39468	142695
1300	39501	142671
1301	39533	142647
1302	39558	142598
1303	39588	142568
1304	39618	142534
1305	39643	142487
1306	39670	142443
1307	39696	142397
1308	39720	142342
1309	39747	142302
1310	39778	142272
1311	39800	142215
1312	39827	142171
1313	39860	142150
1314	39888	142113
1315	39913	142062
1316	39938	142014
1317	39963	141964
1318	39991	141926
1319	40025	141909
1320	40053	141869
1321	40081	141832
1322	40114	141810
1323	40139	141760
1324	40168	141728
1325	40200	141703
1326	40226	141656
1327	40258	141633
1328	40289	141605
1329	40320	141577
1330	40345	141528
1331	40374	141492
1332	40402	141455
1333	40426	141400
1334	40450	141350
1335	40480	141318
1336	40504	141267
1337	40532	141227
1338	40558	141181
1339	40591	141163
1340	40616	141112
1341	40642	141067
1342	40671	141032
1343	40710	141033
1344	40734	140980
1345	40764	140949
1346	40791	140906
1347	40813	140850
1348	40840	140806
1349	40869	140773
1350	40894	140724
1351	40929	140708
1352	40951	140652
1353	40983	140626
1354	41008	140577
1355	41035	140536
1356	41068	140515
1357	41091	140462
1358	41122	140433
1359	41155	140413
1360	41185	140381
1361	41211	140336
1362	41238	140295
1363	41269	140269
1364	41295	140221
1365	41319	140170
1366	41343	140118
1367	41370	140080
1368	41395	140031
1369	41420	139984
1370	41451	139953
1371	41477	139911
1372	41504	139870
1373	41531	139829
1374	41561	139799
1375	41589	139758
1376	41614	139712
1377	41650	139700
1378	41679	139667
1379	41707	139630
1380	41738	139603
1381	41761	139547
1382	41788	139507
1383	41824	139496
1384	41852	139458
1385	41877	139410
1386	41904	139368
1387	41935	139341
1388	41958	139286
1389	41983	139239
1390	42008	139193
1391	42035	139151
1392	42064	139117
1393	42088	139066
1394	42112	139017
1395	42141	138983
1396	42166	138933
1397	42191	138886
1398	42219	138851
1399	42251	138824
1400	42277	138781
1401	42304	138740
1402	42332	138703
1403	42358	138662
1404	42383	138613
1405	42406	138559
1406	42434	138522
1407	42462	138485
1408	42485	138431
1409	42513	138393
1410	42544	138367
1411	42571	138327
1412	42596	138280
1413	42621	138234
1414	42650	138199
1415	42674	138150
1416	42702	138111
1417	42727	138067
1418	42757	138034
1419	42783	137991
1420	42805	137934
1421	42833	137898
1422	42867	137880
1423	42891	137831
1424	42921	137801
1425	42948	137758
1426	42971	137706
1427	42998	137668
1428	43031	137646
1429	43061	137616
1430	43087	137571
1431	43113	137530
1432	43142	137496
1433	43165	137444
1434	43189	137393
1435	43217	137358
1436	43247	137327
1437	43275	137289
1438	43298	137236
1439	43328	137208
1440	43356	137171
1441	43385	137137
1442	43409	137088
1443	43438	137053
1444	43469	137026
1445	43494	136979
1446	43518	136930
1447	43547	136899
1448	43570	136846
1449	43592	136790
1450	43630	136785
1451	43655	136740
1452	43679	136691
1453	43711	136666
1454	43741	136635
1455	43775	136619
1456	43804	136583
1457	43831	136544
1458	43870	136543
1459	43895	136495
1460	43919	136447
1461	43949	136418
1462	43977	136380
1463	44000	136328
1464	44027	136289
1465	44053	136248
1466	44080	136206
1467	44108	136172
1468	44140	136146
1469	44175	136132
1470	44207	136108
1471	44231	136058
1472	44259	136024
1473	44285	135982
1474	44310	135936
1475	44339	135901
1476	44368	135870
1477	44397	135836
1478	44422	135791
1479	44455	135770
1480	44485	135740
1481	44512	135698
1482	44540	135663
1483	44572	135641
1484	44608	135628
1485	44631	135576
1486	44664	135555
1487	44694	135524
1488	44718	135476
1489	44746	135440
1490	44778	135415
1491	44809	135389
1492	44834	135343
1493	44861	135304
1494	44902	135307
1495	44936	135291
1496	44964	135253
1497	44994	135224
1498	45021	135183
1499	45048	135144
1500	45077	135112
1501	45104	135074
1502	45136	135048
1503	45161	135005
1504	45190	134969
1505	45220	134939
1506	45251	134914
1507	45279	134878
1508	45304	134832
1509	45330	134789
1510	45357	134751
1511	45385	134716
1512	45410	134671
1513	45443	134649
1514	45472	134617
1515	45498	134574
1516	45528	134545
1517	45551	134493
1518	45582	134467
1519	45613	134439
1520	45640	134402
1521	45665	134356
1522	45699	134336
1523	45724	134291
1524	45749	134249
1525	45778	134216
1526	45807	134181
1527	45834	134143
1528	45860	134103
1529	45889	134068
1530	45913	134020
1531	45944	133993
1532	45977	133973
1533	46017	133973
1534	46053	133958
1535	46089	133948
1536	46122	133926
1537	46149	133887
1538	46174	133843
1539	46204	133813
1540	46233	133780
1541	46267	133760
1542	46297	133730
1543	46321	133685
1544	46346	133639
1545	46374	133604
1546	46400	133562
1547	46424	133514
1548	46452	133478
1549	46481	133446
1550	46506	133403
1551	46528	133350
1552	46565	133340
1553	46597	133314
1554	46625	133279
1555	46656	133252
1556	46683	133214
1557	46710	133174
1558	46736	133133
1559	46762	133092
1560	46793	133067
1561	46824	133038
1562	46854	133009
1563	46892	133001
1564	46919	132963
1565	46942	132914
1566	46974	132889
1567	47002	132853
1568	47028	132811
1569	47054	132772
1570	47085	132744
1571	47113	132709
1572	47139	132668
1573	47169	132637
1574	47197	132601
1575	47224	132565
1576	47254	132535
1577	47288	132515
1578	47314	132475
1579	47343	132443
1580	47371	132406
1581	47400	132374
1582	47427	132335
1583	47454	132296
1584	47492	132290
1585	47521	132256
1586	47548	132218
1587	47577	132186
1588	47604	132147
1589	47630	132106
1590	47660	132077
1591	47686	132035
1592	47710	131989
1593	47742	131965
1594	47772	131936
1595	47799	131897
1596	47829	131868
1597	47862	131846
1598	47893	131820
1599	47922	131788
1600	47952	131757
1601	47976	131710
1602	48002	131669
1603	48047	131680
1604	48072	131637
1605	48099	131599
1606	48124	131555
1607	48152	131520
1608	48179	131481
1609	48201	131431
1610	48224	131382
1611	48256	131359
1612	48284	131324
1613	48309	131278
1614	48336	131240
1615	48367	131214
1616	48392	131172
1617	48415	131121
1618	48438	131074
1619	48471	131052
1620	48498	131014
1621	48534	131000
1622	48567	130978
1623	48595	130944
1624	48625	130913
1625	48658	130892
1626	48686	130858
1627	48711	130814
1628	48743	130790
1629	48772	130756
1630	48795	130708
1631	48823	130675
1632	48852	130641
1633	48874	130591
1634	48903	130558
1635	48939	130544
1636	48961	130495
1637	48993	130469
1638	49031	130460
1639	49060	130428
1640	49086	130387
1641	49112	130348
1642	49146	130329
1643	49172	130289
1644	49196	130243
1645	49227	130217
1646	49253	130175
1647	49278	130132
1648	49302	130088
1649	49330	130051
1650	49356	130012
1651	49382	129972
1652	49408	129932
1653	49434	129892
1654	49470	129880
1655	49496	129838
1656	49525	129806
1657	49560	129789
1658	49590	129760
1659	49617	129721
1660	49652	129706
1661	49685	129684
1662	49719	129665
1663	49758	129659
1664	49791	129636
1665	49818	129599
1666	49844	129559
