iter	RMSE
1665	2.725594813
1666	2.725586767
1667	2.725444388
1668	2.725422479
1669	2.725347879
1670	2.725339495
1671	2.72532789
1672	2.725238002
1673	2.725207348
1674	2.725200128
1675	2.725151238
1676	2.724951071
1677	2.72491529
1678	2.724820243
1679	2.724532384
1680	2.724505573
1681	2.72438527
1682	2.724236988
1683	2.724150942
1684	2.723909555
1685	2.723749074
1686	2.723534927
1687	2.723473296
1688	2.723343155
1689	2.723299411
1690	2.723283319
1691	2.723186361
1692	2.723124366
1693	2.722729056
1694	2.7226422
1695	2.722589078
1696	2.722547884
1697	2.722517666
1698	2.722409209
1699	2.722387519
1700	2.722305532
1701	2.722294356
1702	2.722199413
1703	2.72208865
1704	2.722056255
1705	2.721830004
1706	2.721707334
1707	2.721702638
1708	2.721671441
1709	2.721597017
1710	2.721513841
1711	2.721500886
1712	2.721310534
1713	2.721224851
1714	2.720951619
1715	2.720781024
1716	2.72077262
1717	2.720635023
1718	2.720606362
1719	2.720557273
1720	2.720556485
1721	2.720436503
1722	2.720359761
1723	2.720036459
1724	2.720029457
1725	2.720006442
1726	2.720000052
1727	2.719838102
1728	2.719675968
1729	2.719405367
1730	2.719397886
1731	2.719387895
1732	2.719270098
1733	2.719073244
1734	2.719064038
1735	2.719042835
1736	2.718992006
1737	2.718967482
1738	2.718939774
1739	2.718777236
1740	2.718725336
1741	2.718663282
1742	2.718619707
1743	2.718335403
1744	2.718299921
1745	2.718257049
1746	2.718195794
1747	2.718143085
1748	2.718009628
1749	2.717660254
1750	2.717598026
1751	2.717553219
1752	2.717293657
1753	2.717124193
1754	2.717109129
1755	2.717034387
1756	2.717019112
1757	2.716965159
1758	2.716935204
1759	2.716909097
1760	2.716728322
1761	2.716581048
1762	2.716539768
1763	2.716310196
1764	2.716234628
1765	2.716224982
1766	2.716205374
1767	2.716196399
1768	2.716138108
1769	2.716020323
1770	2.716019504
1771	2.715923695
1772	2.715847367
1773	2.71571282
1774	2.715613332
1775	2.715228671
1776	2.715197358
1777	2.71506483
1778	2.714982957
1779	2.714863814
1780	2.714815331
1781	2.714688239
1782	2.714651956
1783	2.714538744
1784	2.714527684
1785	2.714431615
1786	2.71432237
1787	2.7139821
1788	2.713858853
1789	2.713745248
1790	2.713560417
1791	2.713318762
1792	2.713265454
1793	2.7132496
1794	2.713160999
1795	2.712996456
1796	2.712932879
1797	2.712923889
1798	2.712835905
1799	2.712767369
1800	2.712690202
1801	2.712437334
1802	2.712109422
1803	2.711876279
1804	2.711843934
1805	2.711797448
1806	2.711783534
1807	2.711657817
1808	2.711644674
1809	2.711550993
1810	2.71151761
1811	2.711503295
1812	2.711447193
1813	2.711296466
1814	2.711250635
1815	2.711226668
1816	2.710876388
1817	2.710837065
1818	2.710787414
1819	2.710635121
1820	2.71040364
1821	2.710213879
1822	2.710187947
1823	2.710152574
1824	2.709967151
1825	2.709821074
1826	2.709791511
1827	2.70976857
1828	2.709662993
1829	2.709601508
1830	2.709590224
1831	2.709310171
1832	2.709192319
1833	2.709175646
1834	2.709161012
1835	2.708818588
1836	2.708582228
1837	2.708468944
1838	2.708396816
1839	2.708276725
1840	2.707952889
1841	2.707868315
1842	2.707679881
1843	2.707492119
1844	2.70732314
1845	2.707302354
1846	2.707211263
1847	2.707137113
1848	2.706981049
1849	2.706944099
1850	2.706915944
1851	2.7066985
1852	2.706665465
1853	2.706591793
1854	2.706357992
1855	2.706320545
1856	2.706280852
1857	2.706172986
1858	2.706146939
1859	2.70586151
1860	2.705830904
1861	2.705717126
1862	2.705703027
1863	2.705641507
1864	2.705582649
1865	2.705493578
1866	2.704989482
1867	2.704964283
1868	2.704901527
1869	2.704811303
1870	2.704704253
1871	2.704545272
1872	2.704523447
1873	2.704191794
1874	2.703818999
1875	2.703806936
1876	2.703673423
1877	2.70360836
1878	2.703577152
1879	2.703569375
1880	2.703545555
1881	2.703510521
1882	2.703480157
1883	2.703412496
1884	2.703377235
1885	2.703367562
1886	2.703254604
1887	2.703238088
1888	2.703194342
1889	2.703030575
1890	2.703008791
1891	2.702773828
1892	2.702665349
1893	2.702617022
1894	2.702579049
1895	2.702551533
1896	2.702455831
1897	2.702397307
1898	2.702139327
1899	2.702104192
1900	2.70192112
1901	2.701849332
1902	2.70181906
1903	2.701667959
1904	2.701608238
1905	2.701534404
1906	2.701509041
1907	2.701458261
1908	2.701253773
1909	2.701145009
1910	2.701124049
1911	2.701102997
1912	2.701086785
1913	2.701074876
1914	2.701047065
1915	2.700738108
1916	2.700719553
1917	2.700643208
1918	2.700618641
1919	2.700611851
1920	2.700587152
1921	2.700486314
1922	2.700482712
1923	2.700431008
1924	2.700421664
1925	2.70040236
1926	2.700215897
1927	2.700137387
1928	2.700131224
1929	2.700128509
1930	2.70011285
1931	2.700083966
1932	2.700026325
1933	2.700003546
1934	2.699960374
1935	2.699913028
1936	2.699755027
1937	2.69974951
1938	2.699705043
1939	2.699685259
1940	2.69967089
1941	2.69951488
1942	2.699361753
1943	2.69934016
1944	2.699233902
1945	2.698999746
1946	2.698982282
1947	2.698958169
1948	2.698851697
1949	2.698793875
1950	2.698784589
1951	2.698692385
1952	2.698670858
1953	2.698667389
1954	2.698660896
1955	2.698647584
1956	2.698605912
1957	2.698480593
1958	2.698461306
1959	2.698444715
1960	2.69837904
1961	2.698353759
1962	2.69823911
1963	2.698177094
1964	2.698170552
1965	2.697977401
1966	2.697958293
1967	2.697929164
1968	2.697911906
1969	2.697906883
1970	2.697849401
1971	2.697813797
1972	2.697567741
1973	2.697545301
1974	2.697471718
1975	2.697449585
1976	2.697324443
1977	2.697303459
1978	2.697290156
1979	2.697117441
1980	2.697070206
1981	2.696988889
1982	2.696921349
1983	2.696653048
1984	2.696632407
1985	2.696556824
1986	2.69654557
1987	2.696543027
1988	2.69651102
1989	2.696407783
1990	2.696360704
1991	2.696359003
1992	2.696208761
1993	2.696120392
1994	2.696098413
1995	2.696097189
1996	2.696028883
1997	2.695899957
1998	2.695666283
1999	2.695650192
2000	2.695625539
2001	2.695323898
2002	2.695259649
2003	2.695155429
2004	2.695103183
2005	2.695057626
2006	2.694999467
2007	2.694986239
2008	2.694853183
2009	2.694851081
2010	2.694829771
2011	2.694690431
2012	2.694627152
2013	2.694364053
2014	2.694346632
2015	2.694340423
2016	2.694186365
2017	2.694178278
2018	2.694153219
2019	2.694130732
2020	2.694085124
2021	2.694079191
2022	2.693980643
2023	2.693972492
2024	2.693919554
2025	2.693866195
2026	2.693747043
2027	2.693699153
2028	2.693659735
2029	2.693619602
2030	2.693492937
2031	2.693335806
2032	2.69312213
2033	2.693117752
2034	2.693107187
2035	2.693099017
2036	2.69306355
2037	2.692959832
2038	2.692942808
2039	2.692899244
2040	2.692800977
2041	2.692796978
2042	2.692750022
2043	2.692723739
2044	2.69258358
2045	2.692397992
2046	2.692347391
2047	2.692347226
2048	2.692343571
2049	2.692336351
2050	2.692116665
2051	2.692007932
2052	2.691940642
2053	2.691879932
2054	2.691758663
2055	2.69168014
2056	2.691645317
2057	2.691463632
2058	2.691387017
2059	2.69133161
2060	2.691209128
2061	2.691091488
2062	2.690860779
2063	2.690786749
2064	2.690575388
2065	2.690569506
2066	2.690541196
2067	2.690538545
2068	2.690505584
2069	2.69026337
2070	2.690060689
2071	2.689920877
2072	2.689911051
2073	2.689739207
2074	2.689729769
2075	2.689644793
2076	2.68946581
2077	2.689356153
2078	2.689351851
2079	2.689344146
2080	2.689342639
2081	2.689317523
2082	2.689277138
2083	2.689193554
2084	2.689174408
2085	2.689171033
2086	2.688988794
2087	2.688944847
2088	2.688869211
2089	2.688778811
2090	2.688700254
2091	2.688659115
2092	2.688618633
2093	2.688500695
2094	2.688206777
2095	2.688205517
2096	2.687817663
2097	2.687705483
2098	2.687580062
2099	2.687575452
2100	2.687378701
2101	2.687374196
2102	2.687369846
2103	2.687300202
2104	2.687276409
2105	2.687236688
2106	2.687133581
2107	2.68709868
2108	2.686847296
2109	2.686753112
2110	2.68674886
2111	2.686746077
2112	2.686712499
2113	2.686630785
2114	2.68660519
2115	2.686545092
2116	2.686540594
2117	2.686538192
2118	2.686232716
2119	2.686231627
2120	2.685956283
2121	2.685901121
2122	2.685871528
2123	2.685831847
2124	2.685797704
2125	2.685413066
2126	2.685230463
2127	2.685066853
2128	2.68492523
2129	2.684851503
2130	2.684824164
2131	2.684718789
2132	2.684662216
2133	2.684635315
2134	2.684606097
2135	2.684602125
2136	2.684587598
2137	2.684474115
2138	2.684472357
2139	2.68444178
2140	2.684428298
2141	2.68442337
2142	2.684408005
2143	2.684406597
2144	2.684405228
2145	2.68436065
2146	2.684359879
2147	2.684191775
2148	2.684173874
2149	2.684131781
2150	2.684127849
2151	2.684125051
2152	2.684023549
2153	2.684022742
2154	2.68401984
2155	2.684014057
2156	2.683771965
2157	2.68363464
2158	2.683633717
2159	2.683521502
2160	2.683482118
2161	2.683401065
2162	2.683399858
2163	2.683326754
2164	2.683210268
2165	2.683111514
2166	2.683087392
2167	2.682679715
2168	2.682517264
2169	2.68248693
2170	2.682481725
2171	2.682410207
2172	2.682295648
2173	2.68214073
2174	2.68213181
2175	2.682082852
2176	2.681980058
2177	2.681962848
2178	2.681936474
2179	2.681832694
2180	2.681829045
2181	2.681827731
2182	2.681766636
2183	2.681758173
2184	2.681757067
2185	2.681735598
2186	2.681733251
2187	2.681706128
2188	2.681627457
2189	2.681627079
2190	2.681621238
2191	2.681534126
2192	2.681270672
2193	2.681269356
2194	2.681139835
2195	2.680924989
2196	2.680762312
2197	2.680753653
2198	2.68074708
2199	2.680727473
2200	2.680688256
2201	2.680666031
2202	2.680439022
2203	2.680431842
2204	2.680429403
2205	2.680343758
2206	2.680339746
2207	2.680330377
2208	2.680297393
2209	2.680294195
2210	2.680242382
2211	2.680231676
2212	2.680178462
2213	2.680112506
2214	2.680099863
2215	2.680096385
2216	2.679803576
2217	2.679800088
2218	2.679679366
2219	2.679516126
2220	2.679319848
2221	2.679189791
2222	2.679173425
2223	2.679164629
2224	2.679119172
2225	2.67895368
2226	2.678675031
2227	2.678671979
2228	2.678654397
2229	2.678593954
2230	2.678402749
2231	2.678280205
2232	2.678264749
2233	2.678179154
2234	2.677906701
2235	2.677790528
2236	2.677698268
2237	2.677674072
2238	2.677518369
2239	2.677485294
2240	2.677124201
2241	2.677111973
2242	2.677082409
2243	2.677039826
2244	2.676990377
2245	2.676913
2246	2.676901126
2247	2.676824835
2248	2.67668787
2249	2.676472013
2250	2.676394585
2251	2.676386112
2252	2.676226514
2253	2.676184205
2254	2.676174526
2255	2.676164577
2256	2.676160787
2257	2.676115268
2258	2.675933507
2259	2.675899156
2260	2.67577981
2261	2.675701376
2262	2.675650284
2263	2.6755867
2264	2.675569511
2265	2.675552685
2266	2.675537323
2267	2.675514017
2268	2.675495379
2269	2.67549389
2270	2.675492686
2271	2.675233026
2272	2.675151565
2273	2.67512308
2274	2.675116897
2275	2.675114067
2276	2.674923359
2277	2.674778445
2278	2.674553063
2279	2.674468506
2280	2.674329584
2281	2.674260905
2282	2.674219409
2283	2.673890324
2284	2.673460756
2285	2.673335275
2286	2.673276587
2287	2.673254727
2288	2.673170697
2289	2.673039978
2290	2.672986298
2291	2.672984187
2292	2.672954542
2293	2.672700888
2294	2.672695357
2295	2.672656918
2296	2.672654591
2297	2.672409387
2298	2.672104488
2299	2.672102809
2300	2.672083342
2301	2.672073736
2302	2.672023513
2303	2.671911916
2304	2.671855076
2305	2.671826766
2306	2.671823971
2307	2.671741408
2308	2.671723472
2309	2.671690218
2310	2.671643196
2311	2.671498025
2312	2.671461307
2313	2.671452891
2314	2.671348811
2315	2.671342427
2316	2.67129984
2317	2.671189826
2318	2.671096542
2319	2.671087773
2320	2.67105248
2321	2.671029928
2322	2.671011975
2323	2.670944648
2324	2.670799738
2325	2.670737418
2326	2.670660597
2327	2.670634446
2328	2.670440445
2329	2.670390098
2330	2.670334492
2331	2.670316744
2332	2.67014085
2333	2.669990602
2334	2.669888751
2335	2.669854389
2336	2.669837953
2337	2.669822733
2338	2.669475653
2339	2.669295386
2340	2.669153645
2341	2.66911338
2342	2.669089513
2343	2.669045765
2344	2.668913677
2345	2.668792213
2346	2.668765422
2347	2.668744652
2348	2.668665785
2349	2.668550865
2350	2.668530444
2351	2.668526973
2352	2.668521867
2353	2.668508471
2354	2.66830883
2355	2.668240802
2356	2.66823361
2357	2.668196503
2358	2.668179612
2359	2.668134049
2360	2.668099782
2361	2.668066515
2362	2.668025625
2363	2.668020162
2364	2.667986137
2365	2.667762447
2366	2.667722724
2367	2.667672011
2368	2.667669915
2369	2.667653402
2370	2.66764378
2371	2.667448379
2372	2.667441475
2373	2.667130106
2374	2.667123882
2375	2.667094289
2376	2.667089329
2377	2.667048511
2378	2.667030351
2379	2.666885789
2380	2.666877569
2381	2.666876192
2382	2.666854374
2383	2.666770973
2384	2.666717631
2385	2.666684597
2386	2.666682615
2387	2.666680775
2388	2.66665375
2389	2.666639742
2390	2.666527818
2391	2.666482808
2392	2.666459864
2393	2.666416158
2394	2.666394756
2395	2.666388988
2396	2.666386276
2397	2.666284248
2398	2.666227245
2399	2.666201826
2400	2.666200445
2401	2.66618676
2402	2.666148291
2403	2.666130771
2404	2.66612242
2405	2.666039213
2406	2.666030292
2407	2.666025545
2408	2.665909759
2409	2.665837358
2410	2.665790123
2411	2.665782203
2412	2.665737444
2413	2.665672216
2414	2.665651468
2415	2.66563047
2416	2.665603028
2417	2.665584664
2418	2.665522281
2419	2.66549318
2420	2.665469776
2421	2.665437439
2422	2.665409935
2423	2.665343195
2424	2.665271803
2425	2.665189428
2426	2.665140836
2427	2.664852292
2428	2.664831405
2429	2.664742943
2430	2.664604008
2431	2.664576982
2432	2.664536136
2433	2.664526387
2434	2.664476525
2435	2.664450356
2436	2.664444513
2437	2.664408176
2438	2.664325845
2439	2.664269258
2440	2.664263117
2441	2.664109188
2442	2.664054451
2443	2.663972109
2444	2.663783718
2445	2.663772216
2446	2.663764162
2447	2.663761712
2448	2.663736203
2449	2.663623303
2450	2.663579997
2451	2.663559063
2452	2.663540238
2453	2.66352905
2454	2.663506768
2455	2.663421415
2456	2.663229444
2457	2.663222712
2458	2.663113866
2459	2.663100751
2460	2.663067589
2461	2.663052104
2462	2.662973615
2463	2.662970943
2464	2.662714601
2465	2.6626659
2466	2.662564924
2467	2.662530934
2468	2.662447296
2469	2.662429269
2470	2.6623373
2471	2.66223768
2472	2.662085351
2473	2.66204823
2474	2.661969295
2475	2.661895412
2476	2.661797806
2477	2.66171177
2478	2.661502571
2479	2.661397896
2480	2.661394329
2481	2.661364083
2482	2.661271561
2483	2.661133227
2484	2.661120143
2485	2.660961729
2486	2.660879615
2487	2.660857423
2488	2.660848291
2489	2.660813254
2490	2.660806353
2491	2.660770388
2492	2.660770081
2493	2.660738225
2494	2.660673288
2495	2.660458569
2496	2.660206198
2497	2.660112148
2498	2.660103919
2499	2.660099819
2500	2.660097634
2501	2.659956144
2502	2.659942497
2503	2.659938872
2504	2.659880083
2505	2.659861991
2506	2.659806963
2507	2.659733427
2508	2.659589749
2509	2.659509267
2510	2.659494886
2511	2.659423247
2512	2.659399433
2513	2.659310391
2514	2.659307919
2515	2.659284066
2516	2.659166348
2517	2.659136824
2518	2.659129364
2519	2.659069912
2520	2.658845457
2521	2.65881945
2522	2.658773162
2523	2.658727778
2524	2.658666097
2525	2.658554604
2526	2.658331208
2527	2.658244357
2528	2.658232317
2529	2.65796051
2530	2.657948793
2531	2.657888443
2532	2.657865242
2533	2.65779129
2534	2.657727106
2535	2.657661532
2536	2.657394291
2537	2.657363617
2538	2.657340089
2539	2.657304685
2540	2.657277121
2541	2.657261678
2542	2.656984939
2543	2.656774937
2544	2.656640394
2545	2.656453425
2546	2.656447803
2547	2.656343164
2548	2.656341678
2549	2.656340534
2550	2.656314377
2551	2.656313325
2552	2.656175153
2553	2.656074615
2554	2.65606958
2555	2.655832201
2556	2.655828447
2557	2.655811791
2558	2.655770679
2559	2.65547529
2560	2.655470298
2561	2.655441726
2562	2.655381176
2563	2.655251882
2564	2.655241887
2565	2.655219733
2566	2.655191696
2567	2.655051018
2568	2.655005449
2569	2.654905582
2570	2.654878139
2571	2.654741385
2572	2.654615377
2573	2.654575604
2574	2.654430682
2575	2.654361105
2576	2.654294245
2577	2.654268249
2578	2.65425693
2579	2.654099298
2580	2.654017114
2581	2.653937868
2582	2.653897133
2583	2.65388725
2584	2.653799955
2585	2.653726709
2586	2.653703904
2587	2.653670447
2588	2.653489058
2589	2.653414225
2590	2.653387784
2591	2.653347409
2592	2.653211796
2593	2.653142181
2594	2.653022009
2595	2.652948131
2596	2.652866348
2597	2.652859431
2598	2.652784192
2599	2.652753517
2600	2.652743398
2601	2.652626225
2602	2.652489464
2603	2.652235834
2604	2.652070324
2605	2.652053782
2606	2.651979606
2607	2.65194955
2608	2.651909598
2609	2.651767485
2610	2.651728059
2611	2.651723392
2612	2.651530072
2613	2.651437882
2614	2.651395705
2615	2.651354361
2616	2.65105667
2617	2.650913116
2618	2.650855243
2619	2.650840301
2620	2.650831327
2621	2.650772488
2622	2.65071709
2623	2.65054334
2624	2.650509347
2625	2.650445412
2626	2.650310819
2627	2.650223034
2628	2.65021722
2629	2.650200804
2630	2.65017281
2631	2.650092733
2632	2.650064243
2633	2.650057796
2634	2.649818342
2635	2.649672316
2636	2.649666461
2637	2.649336475
2638	2.649261508
2639	2.64912368
2640	2.649110522
2641	2.64901717
2642	2.648983129
2643	2.648908209
2644	2.648780336
2645	2.648761314
2646	2.648409491
2647	2.648369777
2648	2.648270806
2649	2.648196418
2650	2.64814067
2651	2.64801064
2652	2.647984586
2653	2.647962168
2654	2.647932215
2655	2.647902409
2656	2.647880838
2657	2.647857829
2658	2.647645354
2659	2.64763853
2660	2.647541626
2661	2.647528023
2662	2.647513243
2663	2.647508989
2664	2.647487754
2665	2.647453839
2666	2.647439136
2667	2.647405197
2668	2.64736792
2669	2.647360172
2670	2.647221551
2671	2.647116071
2672	2.647099459
2673	2.647095952
2674	2.646988431
2675	2.646982645
2676	2.646955507
2677	2.646789534
2678	2.64674974
2679	2.646746443
2680	2.646745194
2681	2.646739692
2682	2.646737287
2683	2.646731725
2684	2.646694646
2685	2.646685475
2686	2.646677824
2687	2.646552821
2688	2.64655124
2689	2.646471528
2690	2.646455261
2691	2.646350967
2692	2.646338712
2693	2.646316314
2694	2.646305353
2695	2.646277687
2696	2.646271987
2697	2.646221413
2698	2.646218819
2699	2.646204368
2700	2.646200961
2701	2.646198244
2702	2.646170475
2703	2.646166865
2704	2.646064988
2705	2.646058684
2706	2.645996131
2707	2.645993232
2708	2.645945753
2709	2.645933586
2710	2.645748839
2711	2.645704881
2712	2.645665001
2713	2.645663714
2714	2.645663004
2715	2.645499114
2716	2.645441643
2717	2.645397457
2718	2.645395126
2719	2.645358276
2720	2.64533978
2721	2.645299451
2722	2.645266123
2723	2.645150666
2724	2.645092165
2725	2.645075815
2726	2.645074604
2727	2.645073484
2728	2.645065967
2729	2.64497757
2730	2.644784508
2731	2.644612469
2732	2.644591274
2733	2.64453449
2734	2.644480849
2735	2.644460107
2736	2.644361165
2737	2.644166437
2738	2.644164085
2739	2.644123951
2740	2.644080139
2741	2.644066728
2742	2.643981372
2743	2.643968371
2744	2.643966868
2745	2.643928161
2746	2.643721622
2747	2.643608648
2748	2.64350147
2749	2.643487956
2750	2.643265074
2751	2.643104681
2752	2.643061838
2753	2.642907186
2754	2.642896582
2755	2.64289529
2756	2.642779724
2757	2.642729945
2758	2.642415828
2759	2.642378363
2760	2.642327232
2761	2.642182372
2762	2.642077997
2763	2.642076886
2764	2.641975812
2765	2.641880803
2766	2.641659423
2767	2.641345088
2768	2.641299876
2769	2.641261403
2770	2.641243159
2771	2.641160802
2772	2.641111625
2773	2.641057654
2774	2.640968106
2775	2.640895539
2776	2.64075691
2777	2.640665973
2778	2.640631683
2779	2.640496185
2780	2.640438538
2781	2.640370443
2782	2.640238108
2783	2.639918821
2784	2.63974182
2785	2.639389247
2786	2.639325395
2787	2.639247074
2788	2.639171451
2789	2.638936969
2790	2.638875705
2791	2.638859888
2792	2.638784114
2793	2.638690355
2794	2.638621112
2795	2.638591357
2796	2.638537219
2797	2.638412817
2798	2.63840992
2799	2.638356293
2800	2.63828546
2801	2.638232807
2802	2.638096128
2803	2.638092935
2804	2.638040851
2805	2.638020744
2806	2.638017132
2807	2.63798628
2808	2.637775154
2809	2.637511858
2810	2.637511102
2811	2.637454978
2812	2.637429577
2813	2.637423587
2814	2.637344499
2815	2.637228564
2816	2.637227559
2817	2.637165507
2818	2.637106578
2819	2.637089481
2820	2.637053909
2821	2.637037879
2822	2.637032051
2823	2.636917337
2824	2.63689925
2825	2.63689007
2826	2.636817658
2827	2.636754029
2828	2.636720543
2829	2.636598161
2830	2.636513347
2831	2.636496591
2832	2.636401775
2833	2.636316551
2834	2.63631517
2835	2.636199125
2836	2.636131566
2837	2.636120716
2838	2.63599938
2839	2.635760302
2840	2.635753085
2841	2.635574772
2842	2.635569716
2843	2.635548974
2844	2.635496124
2845	2.635473292
2846	2.635441415
2847	2.635220919
2848	2.635115479
2849	2.635047619
2850	2.634983521
2851	2.63475527
2852	2.634728571
2853	2.634431341
2854	2.6343218
2855	2.634274614
2856	2.63404651
2857	2.633901952
2858	2.633873741
2859	2.633801151
2860	2.633770238
2861	2.633764752
2862	2.633643543
2863	2.633617721
2864	2.63359935
2865	2.633419049
2866	2.633351717
2867	2.633180133
2868	2.633176506
2869	2.633138522
2870	2.633083203
2871	2.632768508
2872	2.632733888
2873	2.63272517
2874	2.632595067
2875	2.632519184
2876	2.632401717
2877	2.632379552
2878	2.632376151
2879	2.632222981
2880	2.632183042
2881	2.632132868
2882	2.632119599
2883	2.63197767
2884	2.631971325
2885	2.631918994
2886	2.631828482
2887	2.63171087
2888	2.631612469
2889	2.631581736
2890	2.631489983
2891	2.631461563
2892	2.631370125
2893	2.631232171
2894	2.6310356
2895	2.631018747
2896	2.630883612
2897	2.630817615
2898	2.630792298
2899	2.630743834
2900	2.630696665
2901	2.630608426
2902	2.630578119
2903	2.63051817
2904	2.630489582
2905	2.630450446
2906	2.630432766
2907	2.630400569
2908	2.630359121
2909	2.630229567
2910	2.630179156
2911	2.630176858
2912	2.630070638
2913	2.630038103
2914	2.630002679
2915	2.629976505
2916	2.629957098
2917	2.629823365
2918	2.629667698
2919	2.629657871
2920	2.629607118
2921	2.629580194
2922	2.629560565
2923	2.629534637
2924	2.629505533
2925	2.629439261
2926	2.629366919
2927	2.629284221
2928	2.629245728
2929	2.629198732
2930	2.629146788
2931	2.629137322
2932	2.628772045
2933	2.628631248
2934	2.628579819
2935	2.628562957
2936	2.628541991
2937	2.628534708
2938	2.628515584
2939	2.628289398
2940	2.628233996
2941	2.627986081
2942	2.627982275
2943	2.627980519
2944	2.627976261
2945	2.62784302
2946	2.62779998
2947	2.627773758
2948	2.627759836
2949	2.627708957
2950	2.627458021
2951	2.627409396
2952	2.627406878
2953	2.627398466
2954	2.62739465
2955	2.62738148
2956	2.627306218
2957	2.627286085
2958	2.627283518
2959	2.627254089
2960	2.627253347
2961	2.627251592
2962	2.627151103
2963	2.627117302
2964	2.627116259
2965	2.627114614
2966	2.627098279
2967	2.627094757
2968	2.627077699
2969	2.627061093
2970	2.627002112
2971	2.626992471
2972	2.626972018
2973	2.626971299
2974	2.626896198
2975	2.626868397
2976	2.626866071
2977	2.626829483
2978	2.626800617
2979	2.626780806
2980	2.626715756
2981	2.626713262
2982	2.626707372
2983	2.626631499
2984	2.62662682
2985	2.626613003
2986	2.626612176
2987	2.62657185
2988	2.626518875
2989	2.62630772
2990	2.626280329
2991	2.626224711
2992	2.62622074
2993	2.626217152
2994	2.626174588
2995	2.62617394
2996	2.626173206
2997	2.626163515
2998	2.626065467
2999	2.626044722
3000	2.625943292
3001	2.625924995
3002	2.625815277
3003	2.625814523
3004	2.625781119
3005	2.625772778
3006	2.625770571
3007	2.625760627
3008	2.625757703
3009	2.625751005
3010	2.625732289
3011	2.625686547
3012	2.625673047
3013	2.625667641
3014	2.625632785
3015	2.625583546
3016	2.625557564
3017	2.625542738
3018	2.625540788
3019	2.625454457
3020	2.625316346
3021	2.625313065
3022	2.625250857
3023	2.625245366
3024	2.624909985
3025	2.624869124
3026	2.624721574
3027	2.624614328
3028	2.624563646
3029	2.624512295
3030	2.624484256
3031	2.6244726
3032	2.624395857
3033	2.624383408
3034	2.6243828
3035	2.624376898
3036	2.624310645
3037	2.624307913
3038	2.624106234
3039	2.624062146
3040	2.624022917
3041	2.62399318
3042	2.623976532
3043	2.623970758
3044	2.623967697
3045	2.623898691
3046	2.623894149
3047	2.623882476
3048	2.623762215
3049	2.623723712
3050	2.623723393
3051	2.623720938
3052	2.623705586
3053	2.623703864
3054	2.623695434
3055	2.623667407
3056	2.623664507
3057	2.623598023
3058	2.623586821
3059	2.623583085
3060	2.623552111
3061	2.62354812
3062	2.623521537
3063	2.623490104
3064	2.623409393
3065	2.623402199
3066	2.623332099
3067	2.623267543
3068	2.623248405
3069	2.62322689
3070	2.623195994
3071	2.623170647
3072	2.623093973
3073	2.623059871
3074	2.622998209
3075	2.622936402
3076	2.622905666
3077	2.622758522
3078	2.622754846
3079	2.622720485
3080	2.622700422
3081	2.622699571
3082	2.62268826
3083	2.622656267
3084	2.622613646
3085	2.622610387
3086	2.622529213
3087	2.622528383
3088	2.622527573
3089	2.622527532
3090	2.622526743
3091	2.622518937
3092	2.622504967
3093	2.622486838
3094	2.622486797
3095	2.622424109
3096	2.622331072
3097	2.622308064
3098	2.622307291
3099	2.622306538
3100	2.622253458
3101	2.622111991
3102	2.622059562
3103	2.62203749
3104	2.622035995
3105	2.622015439
3106	2.621911288
3107	2.621901144
3108	2.621892549
3109	2.621892155
3110	2.621831419
3111	2.621627661
3112	2.621627332
3113	2.621577721
3114	2.621516782
3115	2.621487861
3116	2.621483211
3117	2.621482921
3118	2.621433128
3119	2.621420055
3120	2.621366609
3121	2.62133322
3122	2.62132987
3123	2.621309345
3124	2.621233113
3125	2.621207873
3126	2.621174149
3127	2.621137673
3128	2.621127473
3129	2.621116477
3130	2.621113357
3131	2.621023049
3132	2.620876748
3133	2.620876565
3134	2.620875951
3135	2.620865814
3136	2.620738523
3137	2.620646062
3138	2.62061153
3139	2.620593082
3140	2.620542233
3141	2.620533465
3142	2.620407836
3143	2.62031749
3144	2.620276701
3145	2.620235577
3146	2.62012591
3147	2.620117495
3148	2.620103291
3149	2.620093936
3150	2.620092036
3151	2.620040007
3152	2.619997286
3153	2.619929602
3154	2.619434592
3155	2.619357283
3156	2.619250777
3157	2.619248181
3158	2.619096569
3159	2.618761304
3160	2.618745466
3161	2.61870219
3162	2.618641661
3163	2.618640986
3164	2.618597342
3165	2.618535296
3166	2.618534941
3167	2.618532638
3168	2.618466476
3169	2.618466311
3170	2.61846622
3171	2.618438642
3172	2.618420585
3173	2.618417161
3174	2.618415281
3175	2.618414943
3176	2.618381054
3177	2.618351948
3178	2.618314229
3179	2.618265403
3180	2.618238454
3181	2.618108778
3182	2.617988484
3183	2.617986818
3184	2.617742641
3185	2.61770376
3186	2.617559045
3187	2.617522025
3188	2.617503799
3189	2.617502214
3190	2.617492258
3191	2.617490726
3192	2.617316245
3193	2.617306079
3194	2.617305017
3195	2.617270747
3196	2.617207351
3197	2.617176911
3198	2.617053393
3199	2.617005189
3200	2.617001972
3201	2.61669807
3202	2.616697938
3203	2.616422572
3204	2.616388947
3205	2.61636384
3206	2.61635753
3207	2.61629394
3208	2.616274108
3209	2.616189788
3210	2.615750246
3211	2.61567658
3212	2.615662161
3213	2.615651403
3214	2.615484009
3215	2.615285085
3216	2.615284164
3217	2.615282575
3218	2.615068454
