iter	RMSE
1150	2.788074153
1151	2.788049398
1152	2.788029547
1153	2.787519558
1154	2.787488466
1155	2.787270569
1156	2.787259591
1157	2.787061645
1158	2.78697543
1159	2.7865506
1160	2.786531052
1161	2.786442065
1162	2.786361526
1163	2.786278207
1164	2.786268675
1165	2.786250479
1166	2.786238329
1167	2.786122573
1168	2.786085674
1169	2.785977277
1170	2.785936055
1171	2.785805046
1172	2.785779814
1173	2.785686317
1174	2.785430346
1175	2.785396378
1176	2.785315617
1177	2.785094822
1178	2.785036249
1179	2.784920819
1180	2.784839
1181	2.784798363
1182	2.784693008
1183	2.784668923
1184	2.784555993
1185	2.78437953
1186	2.784270246
1187	2.784193197
1188	2.784036326
1189	2.783559596
1190	2.783521528
1191	2.783492988
1192	2.783391118
1193	2.783359136
1194	2.783250276
1195	2.783191926
1196	2.783018695
1197	2.782990602
1198	2.782857818
1199	2.782778351
1200	2.782697323
1201	2.782397251
1202	2.78209488
1203	2.782079522
1204	2.781972177
1205	2.781912175
1206	2.781794627
1207	2.781782151
1208	2.781725479
1209	2.7815847
1210	2.781480112
1211	2.781324392
1212	2.781183839
1213	2.781056365
1214	2.780985329
1215	2.780979736
1216	2.780888862
1217	2.78086239
1218	2.780729585
1219	2.780101417
1220	2.780026072
1221	2.779889627
1222	2.779864274
1223	2.779816768
1224	2.779775571
1225	2.779238526
1226	2.779012889
1227	2.778764666
1228	2.778672381
1229	2.778594161
1230	2.778315625
1231	2.778217033
1232	2.778197953
1233	2.77814038
1234	2.778097323
1235	2.77798042
1236	2.777786127
1237	2.777452503
1238	2.777103602
1239	2.777073884
1240	2.777014064
1241	2.776886047
1242	2.776696404
1243	2.776547347
1244	2.776345475
1245	2.776174631
1246	2.776145085
1247	2.776092086
1248	2.775836269
1249	2.775712421
1250	2.77565703
1251	2.775354168
1252	2.775314436
1253	2.775077684
1254	2.774983756
1255	2.774915128
1256	2.774472545
1257	2.774297071
1258	2.774265536
1259	2.774211282
1260	2.774204804
1261	2.773936513
1262	2.773614444
1263	2.77343956
1264	2.773400316
1265	2.773362716
1266	2.773289674
1267	2.773149624
1268	2.772934465
1269	2.77271112
1270	2.77259181
1271	2.772397181
1272	2.77229748
1273	2.772224437
1274	2.772189914
1275	2.772167941
1276	2.77189789
1277	2.771860252
1278	2.771663947
1279	2.771625504
1280	2.77142588
1281	2.771380595
1282	2.771270819
1283	2.770948808
1284	2.770920213
1285	2.770720026
1286	2.770538491
1287	2.770347611
1288	2.770288032
1289	2.770221329
1290	2.770116806
1291	2.769936406
1292	2.7696836
1293	2.769643446
1294	2.769556881
1295	2.769216015
1296	2.768947722
1297	2.768870662
1298	2.768674452
1299	2.768511182
1300	2.768381488
1301	2.768173934
1302	2.76796717
1303	2.767735712
1304	2.767527145
1305	2.767342809
1306	2.767097077
1307	2.766966948
1308	2.766859042
1309	2.766793572
1310	2.766783312
1311	2.766649103
1312	2.766579499
1313	2.76648489
1314	2.76642635
1315	2.766196161
1316	2.766017231
1317	2.76598096
1318	2.765906602
1319	2.765801263
1320	2.765793821
1321	2.765708518
1322	2.765625541
1323	2.765602318
1324	2.76549544
1325	2.765417448
1326	2.765276728
1327	2.765249022
1328	2.765201526
1329	2.764937655
1330	2.764724814
1331	2.764532563
1332	2.764475157
1333	2.76445228
1334	2.764325054
1335	2.764297874
1336	2.764177552
1337	2.76397215
1338	2.763874571
1339	2.763744795
1340	2.763698867
1341	2.763509085
1342	2.763281312
1343	2.763220484
1344	2.763161686
1345	2.763135965
1346	2.762869568
1347	2.762795752
1348	2.762743517
1349	2.76266717
1350	2.762428942
1351	2.762345685
1352	2.762242475
1353	2.762225974
1354	2.762223458
1355	2.76218445
1356	2.762176633
1357	2.761801488
1358	2.761626317
1359	2.761409305
1360	2.761383811
1361	2.761382055
1362	2.76119971
1363	2.760964511
1364	2.760589777
1365	2.760568875
1366	2.760484396
1367	2.760264383
1368	2.760240276
1369	2.760233236
1370	2.760201813
1371	2.76008336
1372	2.759866121
1373	2.759587068
1374	2.759523586
1375	2.759480809
1376	2.759319039
1377	2.759198632
1378	2.759166009
1379	2.758924643
1380	2.758705579
1381	2.758503395
1382	2.758484497
1383	2.758402323
1384	2.758318502
1385	2.758226911
1386	2.758137264
1387	2.758104642
1388	2.757987851
1389	2.757863325
1390	2.757845577
1391	2.757705834
1392	2.757630634
1393	2.75759417
1394	2.757522172
1395	2.757491634
1396	2.757248636
1397	2.757219464
1398	2.75697264
1399	2.756966511
1400	2.756776373
1401	2.756766386
1402	2.756631732
1403	2.756597114
1404	2.756557931
1405	2.756310107
1406	2.7562654
1407	2.756091287
1408	2.75604568
1409	2.75579534
1410	2.755737345
1411	2.755671906
1412	2.755540078
1413	2.755516062
1414	2.755232498
1415	2.755193449
1416	2.755159864
1417	2.754930061
1418	2.754724565
1419	2.754623346
1420	2.75459365
1421	2.754549756
1422	2.754454726
1423	2.754416518
1424	2.754378241
1425	2.754320238
1426	2.754150364
1427	2.754131873
1428	2.754054266
1429	2.754047641
1430	2.754001082
1431	2.753984875
1432	2.753773018
1433	2.753736936
1434	2.753559147
1435	2.753545125
1436	2.753532468
1437	2.753320201
1438	2.753137152
1439	2.752991305
1440	2.752773052
1441	2.752755923
1442	2.75265929
1443	2.752616
1444	2.752593062
1445	2.752429004
1446	2.752324845
1447	2.752150048
1448	2.752054961
1449	2.751941961
1450	2.751904894
1451	2.75174154
1452	2.751691712
1453	2.751511444
1454	2.7514441
1455	2.751136459
1456	2.750835028
1457	2.750765247
1458	2.750554383
1459	2.750427592
1460	2.750330282
1461	2.7502982
1462	2.749970687
1463	2.749920929
1464	2.749872307
1465	2.749837738
1466	2.749831106
1467	2.749695083
1468	2.749644517
1469	2.749599405
1470	2.74949403
1471	2.749461911
1472	2.749379534
1473	2.74921306
1474	2.749188273
1475	2.749141742
1476	2.749066955
1477	2.748870914
1478	2.748859872
1479	2.748751798
1480	2.748679611
1481	2.748638257
1482	2.74856687
1483	2.748540828
1484	2.748528402
1485	2.748517622
1486	2.748298053
1487	2.748188359
1488	2.74815695
1489	2.748103663
1490	2.748014516
1491	2.747932165
1492	2.747796596
1493	2.747758707
1494	2.74769116
1495	2.747580674
1496	2.747569358
1497	2.747403007
1498	2.747214606
1499	2.747132901
1500	2.747055589
1501	2.746967416
1502	2.746889093
1503	2.74677979
1504	2.746538595
1505	2.746378489
1506	2.746049149
1507	2.746005699
1508	2.745779438
1509	2.745707617
1510	2.745673645
1511	2.745599514
1512	2.745556602
1513	2.745508686
1514	2.745446196
1515	2.745294514
1516	2.74502866
1517	2.744977635
1518	2.744800071
1519	2.744543883
1520	2.744520903
1521	2.744457969
1522	2.744413686
1523	2.744404361
1524	2.744006654
1525	2.743906719
1526	2.743642505
1527	2.743575817
1528	2.743535901
1529	2.743492358
1530	2.743417593
1531	2.743258216
1532	2.743057769
1533	2.742844043
1534	2.742569189
1535	2.742303242
1536	2.742258457
1537	2.742114292
1538	2.741951099
1539	2.741816204
1540	2.741717517
1541	2.741560052
1542	2.741338602
1543	2.740986624
1544	2.740743073
1545	2.740621525
1546	2.740401493
1547	2.740272253
1548	2.740139826
1549	2.740063845
1550	2.740042926
1551	2.739900404
1552	2.739810694
1553	2.739599452
1554	2.739577296
1555	2.739164215
1556	2.738965724
1557	2.738748622
1558	2.738609132
1559	2.738452538
1560	2.738384472
1561	2.738309304
1562	2.738226138
1563	2.738104061
1564	2.738005993
1565	2.737902245
1566	2.737788342
1567	2.737748557
1568	2.737635003
1569	2.73752279
1570	2.737163224
1571	2.737112174
1572	2.737079883
1573	2.736890642
1574	2.736647742
1575	2.736493894
1576	2.736488921
1577	2.736052342
1578	2.735586502
1579	2.735538876
1580	2.735236962
1581	2.735005789
1582	2.734940468
1583	2.73488649
1584	2.734820773
1585	2.734709403
1586	2.734696675
1587	2.734662936
1588	2.734588741
1589	2.734545945
1590	2.734346451
1591	2.73413354
1592	2.734072272
1593	2.733967354
1594	2.733750709
1595	2.733590564
1596	2.733527224
1597	2.733288237
1598	2.733275894
1599	2.733260301
1600	2.733130625
1601	2.732945574
1602	2.732589642
1603	2.732544961
1604	2.73244778
1605	2.73238854
1606	2.732327646
1607	2.732208844
1608	2.732158368
1609	2.732058054
1610	2.731809287
1611	2.731537916
1612	2.731225062
1613	2.731083886
1614	2.731041872
1615	2.730910776
1616	2.730584123
1617	2.730572635
1618	2.730502375
1619	2.730486993
1620	2.730481498
1621	2.730442169
1622	2.730429879
1623	2.730308017
1624	2.730217652
1625	2.729948766
1626	2.729741128
1627	2.729625249
1628	2.729382489
1629	2.729243265
1630	2.729008681
1631	2.728976622
1632	2.72894911
1633	2.728893486
1634	2.728668643
1635	2.728611824
1636	2.728498074
1637	2.728278408
1638	2.72825628
1639	2.728148765
1640	2.728129043
1641	2.728024851
1642	2.727899419
1643	2.727892352
1644	2.727819123
1645	2.727680213
1646	2.727607934
1647	2.72755606
1648	2.727408144
1649	2.727175134
1650	2.727034049
1651	2.726912072
1652	2.726782809
1653	2.726629554
1654	2.726486462
1655	2.726480767
1656	2.726391191
1657	2.726326695
1658	2.726315457
1659	2.726198819
1660	2.726151397
1661	2.725806129
1662	2.725754515
1663	2.725738731
1664	2.725667016
